0.01, -0.01, 0.1
0.02, -0.02, 0.2
0.02, -0.03, 0.31
0.03, -0.04, 0.4
0.03, -0.05, 0.5
0.04, -0.06, 0.61
0.04, -0.07, 0.7
0.05, -0.08, 0.8
0.05, -0.09, 0.9
0.05, -0.1, 1.0
0.06, -0.11, 1.11
0.07, -0.12, 1.21
0.07, -0.13, 1.3
0.08, -0.14, 1.4
0.08, -0.15, 1.5
0.09, -0.16, 1.6
0.09, -0.17, 1.71
-0.01, 0.01, 0.1
-0.03, 0.02, 0.2
-0.05, 0.03, 0.3
-0.06, 0.04, 0.4
-0.08, 0.05, 0.5
-0.1, 0.06, 0.6
-0.11, 0.07, 0.7
-0.13, 0.08, 0.8
-0.15, 0.09, 0.9
-0.17, 0.09, 0.99
-0.18, 0.1, 1.09
-0.2, 0.11, 1.19
-0.22, 0.12, 1.29
-0.23, 0.13, 1.39
-0.25, 0.14, 1.49
-0.27, 0.15, 1.59
-0.28, 0.16, 1.69
0.03, 0.01, 0.1
0.05, 0.02, 0.2
0.08, 0.03, 0.3
0.1, 0.03, 0.39
0.12, 0.04, 0.49
0.15, 0.05, 0.59
0.17, 0.05, 0.68
0.2, 0.06, 0.78
0.22, 0.07, 0.88
0.24, 0.08, 0.97
0.27, 0.08, 1.07
0.29, 0.09, 1.17
0.32, 0.1, 1.27
0.34, 0.1, 1.36
0.36, 0.11, 1.46
0.39, 0.12, 1.56
0.41, 0.12, 1.65
-0.01, -0.02, 0.1
-0.03, -0.04, 0.2
-0.04, -0.07, 0.29
-0.06, -0.09, 0.39
-0.07, -0.12, 0.48
-0.09, -0.14, 0.58
-0.1, -0.16, 0.68
-0.12, -0.19, 0.77
-0.13, -0.21, 0.87
-0.15, -0.24, 0.96
-0.16, -0.26, 1.06
-0.18, -0.28, 1.16
-0.19, -0.31, 1.25
-0.21, -0.33, 1.35
-0.22, -0.36, 1.44
-0.24, -0.38, 1.54
-0.25, -0.4, 1.64
0.0, 0.04, 0.1
-0.01, 0.07, 0.19
-0.01, 0.1, 0.29
-0.02, 0.14, 0.38
-0.03, 0.17, 0.48
-0.03, 0.2, 0.58
-0.04, 0.24, 0.67
-0.04, 0.27, 0.76
-0.05, 0.3, 0.86
-0.06, 0.33, 0.95
-0.06, 0.37, 1.05
-0.07, 0.4, 1.15
-0.07, 0.43, 1.24
-0.08, 0.47, 1.33
-0.09, 0.5, 1.43
-0.09, 0.53, 1.52
-0.1, 0.57, 1.62
0.03, -0.02, 0.1
0.06, -0.04, 0.19
0.1, -0.06, 0.29
0.12, -0.08, 0.38
0.15, -0.1, 0.47
0.19, -0.12, 0.57
0.22, -0.14, 0.66
0.24, -0.16, 0.76
0.27, -0.18, 0.85
0.3, -0.21, 0.94
0.33, -0.23, 1.04
0.37, -0.25, 1.13
0.39, -0.27, 1.23
0.43, -0.29, 1.32
0.45, -0.31, 1.41
0.48, -0.33, 1.51
0.51, -0.35, 1.6
-0.03, 0.0, 0.1
-0.07, 0.0, 0.19
-0.11, -0.01, 0.28
-0.15, -0.01, 0.37
-0.19, -0.02, 0.46
-0.23, -0.02, 0.56
-0.27, -0.02, 0.65
-0.31, -0.03, 0.74
-0.35, -0.03, 0.83
-0.39, -0.04, 0.92
-0.42, -0.04, 1.02
-0.46, -0.04, 1.11
-0.5, -0.05, 1.2
-0.54, -0.05, 1.29
-0.58, -0.06, 1.38
-0.62, -0.06, 1.48
-0.66, -0.06, 1.57
0.03, 0.04, 0.1
0.06, 0.07, 0.19
0.09, 0.1, 0.28
0.12, 0.13, 0.37
0.15, 0.16, 0.46
0.17, 0.2, 0.55
0.2, 0.23, 0.64
0.23, 0.26, 0.73
0.26, 0.29, 0.82
0.29, 0.32, 0.91
0.31, 0.36, 1.01
0.34, 0.39, 1.1
0.37, 0.42, 1.19
0.4, 0.45, 1.28
0.43, 0.48, 1.37
0.45, 0.52, 1.46
0.48, 0.55, 1.55
0.01, -0.04, 0.1
0.01, -0.08, 0.19
0.01, -0.13, 0.28
0.01, -0.17, 0.37
0.01, -0.22, 0.45
0.01, -0.26, 0.55
0.01, -0.3, 0.64
0.01, -0.35, 0.73
0.01, -0.39, 0.81
0.01, -0.44, 0.9
0.02, -0.48, 1.0
0.02, -0.52, 1.09
0.02, -0.57, 1.18
0.02, -0.61, 1.27
0.02, -0.66, 1.35
0.02, -0.7, 1.45
0.02, -0.74, 1.54
-0.03, 0.04, 0.09
-0.06, 0.07, 0.18
-0.09, 0.11, 0.27
-0.12, 0.14, 0.36
-0.16, 0.17, 0.45
-0.19, 0.21, 0.54
-0.22, 0.24, 0.63
-0.25, 0.28, 0.72
-0.28, 0.31, 0.81
-0.32, 0.34, 0.89
-0.35, 0.38, 0.98
-0.38, 0.41, 1.07
-0.41, 0.45, 1.16
-0.44, 0.48, 1.25
-0.48, 0.51, 1.34
-0.51, 0.55, 1.43
-0.54, 0.58, 1.52
0.05, 0.0, 0.09
0.1, 0.0, 0.18
0.16, 0.0, 0.27
0.2, -0.01, 0.36
0.25, -0.01, 0.44
0.31, -0.01, 0.53
0.35, -0.02, 0.62
0.4, -0.02, 0.71
0.45, -0.02, 0.8
0.5, -0.03, 0.88
0.56, -0.03, 0.97
0.61, -0.03, 1.06
0.65, -0.03, 1.15
0.7, -0.04, 1.24
0.75, -0.04, 1.32
0.8, -0.04, 1.41
0.86, -0.05, 1.5
-0.04, -0.03, 0.09
-0.08, -0.06, 0.18
-0.12, -0.09, 0.26
-0.16, -0.12, 0.35
-0.2, -0.16, 0.43
-0.24, -0.19, 0.52
-0.28, -0.22, 0.61
-0.32, -0.25, 0.69
-0.36, -0.28, 0.78
-0.4, -0.32, 0.86
-0.44, -0.35, 0.95
-0.48, -0.38, 1.04
-0.52, -0.41, 1.12
-0.56, -0.44, 1.21
-0.6, -0.48, 1.29
-0.64, -0.51, 1.38
-0.68, -0.54, 1.47
0.01, 0.06, 0.09
0.02, 0.11, 0.17
0.03, 0.16, 0.26
0.04, 0.22, 0.34
0.05, 0.27, 0.43
0.06, 0.32, 0.51
0.07, 0.38, 0.6
0.08, 0.43, 0.68
0.09, 0.48, 0.77
0.09, 0.53, 0.85
0.1, 0.59, 0.94
0.11, 0.64, 1.02
0.12, 0.69, 1.11
0.13, 0.75, 1.2
0.14, 0.8, 1.28
0.15, 0.85, 1.36
0.16, 0.91, 1.45
0.04, -0.04, 0.09
0.07, -0.09, 0.17
0.1, -0.13, 0.26
0.13, -0.18, 0.34
0.16, -0.23, 0.42
0.19, -0.27, 0.51
0.22, -0.32, 0.59
0.25, -0.36, 0.68
0.28, -0.41, 0.76
0.31, -0.46, 0.84
0.35, -0.5, 0.93
0.38, -0.55, 1.01
0.41, -0.59, 1.1
0.44, -0.64, 1.18
0.47, -0.69, 1.26
0.5, -0.73, 1.35
0.53, -0.78, 1.43
-0.05, 0.02, 0.09
-0.11, 0.03, 0.17
-0.16, 0.05, 0.25
-0.22, 0.06, 0.34
-0.27, 0.08, 0.42
-0.33, 0.09, 0.5
-0.38, 0.1, 0.59
-0.44, 0.12, 0.67
-0.49, 0.13, 0.75
-0.55, 0.15, 0.83
-0.6, 0.16, 0.92
