0.01, -0.01, 0.1
0.02, -0.02, 0.2
0.02, -0.03, 0.31
0.03, -0.04, 0.4
0.03, -0.05, 0.5
0.04, -0.06, 0.61
0.04, -0.07, 0.7
0.05, -0.08, 0.8
0.05, -0.09, 0.9
0.05, -0.11, 1.0
0.06, -0.12, 1.11
0.07, -0.13, 1.21
0.07, -0.14, 1.3
0.08, -0.15, 1.4
0.08, -0.16, 1.5
-0.01, 0.02, 0.1
-0.03, 0.03, 0.2
-0.05, 0.04, 0.3
-0.07, 0.05, 0.4
-0.09, 0.05, 0.49
-0.11, 0.07, 0.59
-0.13, 0.08, 0.69
-0.15, 0.09, 0.79
-0.17, 0.1, 0.89
-0.19, 0.1, 0.98
-0.2, 0.12, 1.08
-0.22, 0.13, 1.18
-0.24, 0.13, 1.28
-0.26, 0.15, 1.38
-0.28, 0.16, 1.47
0.03, 0.01, 0.1
0.06, 0.02, 0.2
0.09, 0.03, 0.3
0.11, 0.04, 0.39
0.14, 0.04, 0.49
0.17, 0.05, 0.59
0.19, 0.06, 0.68
0.22, 0.07, 0.78
0.25, 0.08, 0.88
0.27, 0.08, 0.97
0.3, 0.09, 1.07
0.33, 0.1, 1.17
0.36, 0.11, 1.27
0.38, 0.12, 1.36
0.41, 0.12, 1.46
-0.01, -0.02, 0.1
-0.03, -0.05, 0.19
-0.04, -0.08, 0.29
-0.06, -0.1, 0.38
-0.08, -0.13, 0.48
-0.09, -0.16, 0.58
-0.11, -0.18, 0.67
-0.12, -0.21, 0.76
-0.14, -0.24, 0.86
-0.16, -0.27, 0.95
-0.17, -0.29, 1.05
-0.19, -0.32, 1.15
-0.2, -0.35, 1.24
-0.22, -0.37, 1.33
-0.24, -0.4, 1.43
0.0, 0.04, 0.1
-0.01, 0.08, 0.19
-0.02, 0.12, 0.28
-0.02, 0.15, 0.38
-0.03, 0.19, 0.47
-0.04, 0.23, 0.56
-0.04, 0.26, 0.66
-0.05, 0.3, 0.75
-0.06, 0.34, 0.84
-0.07, 0.37, 0.93
-0.07, 0.41, 1.03
-0.08, 0.45, 1.12
-0.09, 0.49, 1.21
-0.09, 0.52, 1.31
-0.1, 0.56, 1.4
0.04, -0.02, 0.1
0.07, -0.04, 0.19
0.1, -0.07, 0.28
0.14, -0.09, 0.37
0.17, -0.12, 0.46
0.2, -0.14, 0.56
0.24, -0.16, 0.65
0.27, -0.19, 0.74
0.3, -0.21, 0.83
0.33, -0.24, 0.92
0.37, -0.26, 1.02
0.4, -0.28, 1.11
0.43, -0.31, 1.2
0.47, -0.33, 1.29
0.5, -0.36, 1.38
-0.04, 0.0, 0.1
-0.08, 0.0, 0.19
-0.12, -0.01, 0.28
-0.17, -0.01, 0.37
-0.21, -0.02, 0.45
-0.25, -0.02, 0.55
-0.3, -0.02, 0.64
-0.34, -0.03, 0.73
-0.38, -0.03, 0.81
-0.43, -0.04, 0.9
-0.47, -0.04, 1.0
-0.51, -0.04, 1.09
-0.55, -0.05, 1.18
-0.6, -0.05, 1.27
-0.64, -0.06, 1.35
0.04, 0.04, 0.09
0.07, 0.08, 0.18
0.1, 0.11, 0.27
0.13, 0.15, 0.36
0.16, 0.18, 0.45
0.2, 0.22, 0.54
0.23, 0.26, 0.63
0.26, 0.29, 0.72
0.29, 0.33, 0.81
0.32, 0.36, 0.89
0.36, 0.4, 0.98
0.39, 0.44, 1.07
0.42, 0.47, 1.16
0.45, 0.51, 1.25
0.48, 0.54, 1.34
0.01, -0.04, 0.09
0.01, -0.09, 0.18
0.01, -0.14, 0.27
0.01, -0.19, 0.35
0.01, -0.24, 0.44
0.02, -0.29, 0.53
0.02, -0.34, 0.61
0.02, -0.39, 0.7
0.02, -0.44, 0.79
0.02, -0.49, 0.87
0.03, -0.53, 0.96
0.03, -0.58, 1.05
0.03, -0.63, 1.14
0.03, -0.68, 1.22
0.03, -0.73, 1.31
-0.03, 0.04, 0.09
-0.07, 0.08, 0.18
-0.1, 0.12, 0.26
-0.14, 0.16, 0.35
-0.18, 0.19, 0.43
-0.21, 0.23, 0.52
-0.25, 0.27, 0.61
-0.28, 0.31, 0.69
-0.32, 0.35, 0.78
-0.36, 0.38, 0.86
-0.39, 0.42, 0.95
-0.43, 0.46, 1.04
-0.46, 0.5, 1.12
-0.5, 0.54, 1.21
-0.54, 0.58, 1.29
0.06, 0.0, 0.09
0.12, 0.0, 0.17
0.17, 0.0, 0.26
0.23, -0.01, 0.34
0.28, -0.01, 0.42
0.34, -0.01, 0.51
0.39, -0.02, 0.59
0.45, -0.02, 0.68
0.5, -0.02, 0.76
0.56, -0.03, 0.84
0.61, -0.03, 0.93
0.67, -0.03, 1.01
0.72, -0.03, 1.1
0.78, -0.04, 1.18
0.83, -0.04, 1.26
-0.04, -0.03, 0.09
-0.08, -0.06, 0.17
-0.13, -0.1, 0.25
-0.17, -0.13, 0.34
-0.22, -0.17, 0.42
-0.26, -0.21, 0.5
-0.3, -0.24, 0.59
-0.35, -0.27, 0.67
-0.39, -0.31, 0.75
-0.44, -0.35, 0.83
-0.48, -0.38, 0.92
-0.52, -0.42, 1.0
-0.57, -0.45, 1.08
-0.61, -0.49, 1.17
-0.66, -0.52, 1.25
0.02, 0.06, 0.09
0.03, 0.12, 0.17
0.04, 0.18, 0.25
0.05, 0.24, 0.33
0.05, 0.3, 0.41
0.07, 0.36, 0.49
0.08, 0.42, 0.57
0.09, 0.48, 0.65
0.1, 0.54, 0.73
0.1, 0.59, 0.81
0.12, 0.65, 0.9
0.13, 0.71, 0.98
0.13, 0.77, 1.06
0.15, 0.83, 1.14
0.16, 0.89, 1.22
0.04, -0.05, 0.08
0.07, -0.1, 0.16
0.11, -0.15, 0.24
0.14, -0.2, 0.32
0.18, -0.25, 0.4
0.22, -0.3, 0.48
0.25, -0.35, 0.56
0.28, -0.4, 0.64
0.32, -0.45, 0.72
0.35, -0.51, 0.79
0.39, -0.56, 0.87
0.43, -0.61, 0.95
0.46, -0.66, 1.03
0.49, -0.71, 1.11
0.53, -0.76, 1.19
-0.06, 0.02, 0.08
-0.12, 0.04, 0.16
-0.18, 0.05, 0.24
-0.24, 0.07, 0.32
-0.3, 0.08, 0.39
-0.36, 0.1, 0.47
-0.42, 0.12, 0.55
-0.48, 0.13, 0.63
-0.54, 0.15, 0.71
-0.61, 0.16, 0.78
-0.67, 0.18, 0.86
-0.73, 0.2, 0.94
-0.79, 0.21, 1.02
-0.85, 0.23, 1.1
-0.91, 0.24, 1.17
0.06, 0.04, 0.08
0.12, 0.07, 0.16
0.18, 0.1, 0.23
0.24, 0.13, 0.31
0.29, 0.16, 0.38
0.35, 0.2, 0.46
0.41, 0.23, 0.54
0.47, 0.26, 0.61
0.53, 0.29, 0.69
0.58, 0.32, 0.76
0.64, 0.36, 0.84
0.7, 0.39, 0.92
0.76, 0.42, 0.99
0.82, 0.45, 1.07
0.87, 0.48, 1.15
-0.02, -0.06, 0.08
-0.04, -0.12, 0.16
-0.06, -0.18, 0.23
-0.08, -0.25, 0.31
-0.1, -0.31, 0.38
-0.12, -0.37, 0.46
-0.14, -0.44, 0.53
-0.16, -0.5, 0.61
-0.18, -0.56, 0.68
